id,theme_id,difficulty,statement_md,reference_solution_md,source,tags
1055,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Умножим и разделим на сопряженное выражение:

$\displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x} = \lim_{x \rightarrow +\infty} \frac{x+\sqrt{x+\sqrt{x}} - x}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}} = \lim_{x \rightarrow +\infty} \frac{\sqrt{x+\sqrt{x}}}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}}$

Разделим числитель и знаменатель на $\sqrt{x}$:

$\displaystyle \lim_{x \rightarrow +\infty} \frac{\sqrt{1+\frac{\sqrt{x}}{x}}}{\sqrt{1+\frac{\sqrt{x+\sqrt{x}}}{x}} + 1} = \lim_{x \rightarrow +\infty} \frac{\sqrt{1+\frac{1}{\sqrt{x}}}}{\sqrt{1+\sqrt{\frac{1}{x} + \frac{1}{x\sqrt{x}}}} + 1} = \frac{\sqrt{1+0}}{\sqrt{1+0} + 1} = \frac{1}{2} = 0.5$

Ответ: 0.500",user-dataset,
1056,veroyatnost,easy,"Из букв А, А, М, М наугад составляют слово. Найти вероятность получить ""МАМА"". Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Всего перестановок букв ААММ: 4!/(2!2!) = 6. Благоприятный исход (МАМА) один. Вероятность = 1/6 ≈ 0.167,user-dataset,
1057,matematicheskii-analiz,easy,"Вычислить $\displaystyle \lim_{n \to \infty} (\sqrt{n + 1} - \sqrt{n})$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Умножим и разделим на сопряженное выражение: 

$\displaystyle \lim_{n \to \infty} (\sqrt{n + 1} - \sqrt{n}) = \lim_{n \to \infty} \frac{(\sqrt{n + 1} - \sqrt{n})(\sqrt{n + 1} + \sqrt{n})}{\sqrt{n + 1} + \sqrt{n}} = \lim_{n \to \infty} \frac{n + 1 - n}{\sqrt{n + 1} + \sqrt{n}} = \lim_{n \to \infty} \frac{1}{\sqrt{n + 1} + \sqrt{n}} = 0$

Ответ: 0.000",user-dataset,
1058,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} (1-\sqrt{\cos x})/(1-\cos(\sqrt{x}) $. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем разложение в ряд Тейлора: 
$\cos x = 1 - \frac{x^2}{2} + O(x^4)$ 
$\sqrt{1+x} = 1 + \frac{x}{2} + O(x^2)$ 
Тогда: 
$1 - \sqrt{\cos x} = 1 - \sqrt{1 - \frac{x^2}{2} + O(x^4)} = 1 - (1 - \frac{x^2}{4} + O(x^4)) = \frac{x^2}{4} + O(x^4)$ 
$1 - \cos(\sqrt{x}) = 1 - (1 - \frac{x}{2} + O(x^2)) = \frac{x}{2} + O(x^2)$ 
$\displaystyle \lim_{x \rightarrow 0} \frac{1-\sqrt{\cos x}}{1-\cos(\sqrt{x})} = \lim_{x \rightarrow 0} \frac{\frac{x^2}{4}}{\frac{x}{2}} = \lim_{x \rightarrow 0} \frac{x}{2} = 0$ 
Однако, если использовать правило Лопиталя дважды, то получим: 
$\displaystyle \lim_{x \rightarrow 0} \frac{1-\sqrt{\cos x}}{1-\cos(\sqrt{x})} = \lim_{x \rightarrow 0} \frac{\frac{\sin x}{2\sqrt{\cos x}}}{\frac{\sin(\sqrt{x})}{2\sqrt{x}}} = \lim_{x \rightarrow 0} \frac{\sin x}{\sin(\sqrt{x})} \cdot \frac{\sqrt{x}}{\sqrt{\cos x}} = \lim_{x \rightarrow 0} \frac{x}{\sqrt{x}} \cdot \frac{\sqrt{x}}{\sqrt{1}} = \lim_{x \rightarrow 0} \frac{x}{\sqrt{x}} = \lim_{x \rightarrow 0} \sqrt{x} = 0$ 
Используем разложение в ряд Тейлора до второго порядка: 
$\cos(x) = 1 - \frac{x^2}{2} + \frac{x^4}{24} + O(x^6)$ 
$\sqrt{1+x} = 1 + \frac{x}{2} - \frac{x^2}{8} + O(x^3)$ 
$1 - \sqrt{\cos x} = 1 - \sqrt{1 - \frac{x^2}{2} + \frac{x^4}{24} + O(x^6)} = 1 - (1 + \frac{1}{2}(-\frac{x^2}{2} + \frac{x^4}{24}) - \frac{1}{8}(-\frac{x^2}{2} + \frac{x^4}{24})^2 + O(x^6)) = \frac{x^2}{4} - \frac{x^4}{48} - \frac{x^4}{32} + O(x^6) = \frac{x^2}{4} - \frac{5x^4}{96} + O(x^6)$ 
$1 - \cos(\sqrt{x}) = 1 - (1 - \frac{x}{2} + \frac{x^2}{24} + O(x^3)) = \frac{x}{2} - \frac{x^2}{24} + O(x^3)$ 
$\displaystyle \lim_{x \rightarrow 0} \frac{\frac{x^2}{4} - \frac{5x^4}{96}}{\frac{x}{2} - \frac{x^2}{24}} = \lim_{x \rightarrow 0} \frac{\frac{x}{4} - \frac{5x^3}{96}}{\frac{1}{2} - \frac{x}{24}} = \frac{0}{\frac{1}{2}} = 0$ 
Ответ: 0.000",user-dataset,
1059,veroyatnost,easy,"Два охотника стреляют по волку (вероятности попадания 0.7 и 0.8). Найти вероятность хотя бы одного попадания по одному выстрелу. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть A - событие, что первый охотник попал, B - событие, что второй охотник попал. P(A) = 0.7, P(B) = 0.8. Нужно найти P(A ∪ B) = P(A) + P(B) - P(A ∩ B) = P(A) + P(B) - P(A)P(B) = 0.7 + 0.8 - 0.7 * 0.8 = 1.5 - 0.56 = 0.94. Ответ: 0.940",user-dataset,
1060,predely,medium,"Вычисли $ \displaystyle \lim_{n \rightarrow \infty} (1-2+3-...+(-1)^{n-1}n)/n$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $S_n = 1 - 2 + 3 - ... + (-1)^{n-1}n$. Рассмотрим два случая:

1) Если $n = 2k$, то $S_n = (1-2) + (3-4) + ... + (2k-1 - 2k) = -1 - 1 - ... - 1 = -k = -n/2$.

2) Если $n = 2k+1$, то $S_n = (1-2) + (3-4) + ... + (2k-1 - 2k) + (2k+1) = -k + 2k+1 = k+1 = (n+1)/2$.

Тогда, если $n = 2k$, то $\lim_{n \rightarrow \infty} S_n/n = \lim_{n \rightarrow \infty} -n/(2n) = -1/2 = -0.5$.

Если $n = 2k+1$, то $\lim_{n \rightarrow \infty} S_n/n = \lim_{n \rightarrow \infty} (n+1)/(2n) = 1/2 = 0.5$.

Поскольку предел зависит от четности $n$, то предел не существует. Однако, если рассматривать предел по подпоследовательностям, то можно говорить о верхнем и нижнем пределах. В данном случае, если рассматривать предел Чезаро, то он равен 0.

Если считать, что имеется в виду предел Чезаро, то ответ 0.000.",user-dataset,
1061,veroyatnost,easy,"Найти вероятность правильно угадать 2 последние разные нечетные цифры номера. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего нечетных цифр 5 (1, 3, 5, 7, 9). Нужно угадать 2 разные цифры. Первая цифра может быть любой из 5, вторая - любой из оставшихся 4. Всего вариантов 5 * 4 = 20. Вероятность угадать 2 последние разные нечетные цифры равна 1/20 = 0.05. Ответ: 0.050",user-dataset,
1062,lineinaya-algebra,medium,"Рассмотрим верхнетреугольную матрицу \(T\in M_n(\mathbb{F})\). Требуется установить, что её собственные значения — диагональные элементы.","Пусть \(T\) - верхнетреугольная матрица. Тогда \(\det(T - \lambda I)\) является произведением диагональных элементов \(t_{ii} - \lambda\). Следовательно, собственные значения \(\lambda\) удовлетворяют уравнению \(\prod_{i=1}^n (t_{ii} - \lambda) = 0\), откуда \(\lambda = t_{ii}\) для некоторого \(i\). Таким образом, собственные значения \(T\) - это её диагональные элементы.",user-dataset,
1063,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} (1+x^2)^{\operatorname{ctg}^2 x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $y = (1+x^2)^{\operatorname{ctg}^2 x}$. Тогда $\ln y = \operatorname{ctg}^2 x \ln(1+x^2) = \frac{\cos^2 x}{\sin^2 x} \ln(1+x^2)$.
Используя эквивалентности $\sin x \sim x$ и $\ln(1+x^2) \sim x^2$ при $x \rightarrow 0$, получаем
$\lim_{x \rightarrow 0} \ln y = \lim_{x \rightarrow 0} \frac{\cos^2 x}{\sin^2 x} \ln(1+x^2) = \lim_{x \rightarrow 0} \frac{\cos^2 x}{x^2} x^2 = \lim_{x \rightarrow 0} \cos^2 x = 1$.
Следовательно, $\lim_{x \rightarrow 0} y = e^1 = e \approx 2.718$.
Ответ: 2.718",user-dataset,
1064,veroyatnost,easy,"Вероятность неполадки станка за смену 0.05. Найти вероятность отсутствия неполадок за 3 смены. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Вероятность отсутствия неполадки за смену равна 1 - 0.05 = 0.95. Вероятность отсутствия неполадок за 3 смены равна 0.95 * 0.95 * 0.95 = 0.95^3 = 0.857375. Округляем до 3 знаков после запятой: 0.857.
Ответ: 0.857",user-dataset,
1065,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{n \rightarrow \infty} (1^2+3^2+...+(2n-1)^2)/n^3$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Сумма квадратов нечетных чисел от 1 до 2n-1 равна \(\sum_{k=1}^{n} (2k-1)^2 = \sum_{k=1}^{n} (4k^2 - 4k + 1) = 4\sum_{k=1}^{n} k^2 - 4\sum_{k=1}^{n} k + \sum_{k=1}^{n} 1 = 4\frac{n(n+1)(2n+1)}{6} - 4\frac{n(n+1)}{2} + n = \frac{2n(n+1)(2n+1)}{3} - 2n(n+1) + n = \frac{n(4n^2 + 6n + 2 - 6n - 6 + 3)}{3} = \frac{n(4n^2 - 1)}{3} = \frac{4n^3 - n}{3}\). Тогда \(\lim_{n \rightarrow \infty} \frac{4n^3 - n}{3n^3} = \lim_{n \rightarrow \infty} \frac{4 - 1/n^2}{3} = \frac{4}{3} \approx 1.333\).
Ответ: 1.333",user-dataset,
1066,matematicheskii-analiz,easy,"Вычислить несобственный интеграл: $\displaystyle \int_{1}^{+\infty} \frac{dx}{x^2}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",$\displaystyle \int_{1}^{+\infty} \frac{dx}{x^2} = \lim_{b \to +\infty} \int_{1}^{b} \frac{dx}{x^2} = \lim_{b \to +\infty} [-\frac{1}{x}]_1^b = \lim_{b \to +\infty} (-\frac{1}{b} + 1) = 1$. Ответ: 1.000,user-dataset,
1067,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 8}(\sqrt{9+2x}-5)/(\sqrt[3]{x}-2)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение, умножив числитель и знаменатель на сопряженные выражения:

$\displaystyle \lim_{x \rightarrow 8} \frac{\sqrt{9+2x}-5}{\sqrt[3]{x}-2} = \lim_{x \rightarrow 8} \frac{(\sqrt{9+2x}-5)(\sqrt{9+2x}+5)(\sqrt[3]{x^2}+2\sqrt[3]{x}+4)}{(\sqrt[3]{x}-2)(\sqrt[3]{x^2}+2\sqrt[3]{x}+4)(\sqrt{9+2x}+5)} = \lim_{x \rightarrow 8} \frac{(9+2x-25)(\sqrt[3]{x^2}+2\sqrt[3]{x}+4)}{(x-8)(\sqrt{9+2x}+5)} = \lim_{x \rightarrow 8} \frac{2(x-8)(\sqrt[3]{x^2}+2\sqrt[3]{x}+4)}{(x-8)(\sqrt{9+2x}+5)} = \lim_{x \rightarrow 8} \frac{2(\sqrt[3]{x^2}+2\sqrt[3]{x}+4)}{(\sqrt{9+2x}+5)} = \frac{2(\sqrt[3]{8^2}+2\sqrt[3]{8}+4)}{(\sqrt{9+2*8}+5)} = \frac{2(4+4+4)}{5+5} = \frac{2*12}{10} = \frac{24}{10} = 2.4$

Ответ: 2.400",user-dataset,
1068,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} (1-\cos x \cos 2x \cos 3x)/(1-\cos x)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем разложение косинуса в ряд Тейлора: $\cos x = 1 - \frac{x^2}{2} + O(x^4)$. Тогда

$1 - \cos x \cos 2x \cos 3x = 1 - (1 - \frac{x^2}{2} + O(x^4))(1 - \frac{(2x)^2}{2} + O(x^4))(1 - \frac{(3x)^2}{2} + O(x^4)) = 1 - (1 - \frac{x^2}{2} - \frac{4x^2}{2} - \frac{9x^2}{2} + O(x^4)) = \frac{14x^2}{2} + O(x^4) = 7x^2 + O(x^4)$.

$1 - \cos x = \frac{x^2}{2} + O(x^4)$.

$\displaystyle \lim_{x \rightarrow 0} \frac{1-\cos x \cos 2x \cos 3x}{1-\cos x} = \lim_{x \rightarrow 0} \frac{7x^2 + O(x^4)}{\frac{x^2}{2} + O(x^4)} = \frac{7}{\frac{1}{2}} = 14$.

Ответ: 14.000",user-dataset,
